Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	α [deg]	Δα [deg]
535	3	139	477	1107	0	25.4	709.28	303.816	NA	6	NA	90	0
536	3	140	477	1122	0	30.2	724.28	318.636	NA	15	NA	90	0
537	3	141	477	1122	0	34.6	724.28	318.636	NA	0	NA	0	-90
538	3	142	477	1128	0	32.4	730.28	324.569	NA	6	NA	90	90
539	3	143	480	1152	0	33.6	754.466	347.922	NA	24.187	NA	82.875	-7.125
540	3	144	489	1158	0	21.9	765.283	352.841	NA	10.817	NA	33.69	-49.185
541	3	145	489	1170	0	20.6	777.283	364.781	NA	12	NA	90	56.31
542	3	146	489	1179	0	19.6	786.283	373.738	NA	9	NA	90	0
543	3	147	486	1194	0	28.9	801.58	388.96	NA	15.297	NA	101.31	11.31
544	3	148	486	1218	0	27.6	825.58	412.846	NA	24	NA	90	-11.31
545	3	149	486	1230	0	26.6	837.58	424.794	NA	12	NA	90	0
546	3	150	486	1239	0	23.5	846.58	433.757	NA	9	NA	90	0
547	3	151	489	1248	0	21.9	856.067	442.467	NA	9.487	NA	71.565	-18.435
548	3	152	489	1260	0	21.9	868.067	454.428	NA	12	NA	90	18.435
549	3	153	489	1260	0	18.2	868.067	454.428	NA	0	NA	0	-90
550	3	154	489	1260	0	17.6	868.067	454.428	NA	0	NA	0	0
551	3	155	489	1260	0	17.3	868.067	454.428	NA	0	NA	0	0
552	3	156	489	1281	0	15.1	889.067	475.365	NA	21	NA	90	90
553	3	157	492	1284	0	17.6	893.309	478.14	NA	4.243	NA	45	-45
554	3	158	492	1284	0	19.6	893.309	478.14	NA	0	NA	0	-45
555	3	159	498	1287	0	23.5	900.018	480.759	NA	6.708	NA	26.565	26.565
556	3	160	501	1293	0	21	906.726	486.592	NA	6.708	NA	63.435	36.87
557	3	161	504	1296	0	27.8	910.969	489.451	NA	4.243	NA	45	-18.435
558	3	162	495	1293	0	33.8	920.455	486.925	NA	9.487	NA	-161.565	153.435
559	3	163	486	1302	0	20.6	933.183	496.534	NA	12.728	NA	135	-63.435
560	3	164	483	1314	0	19.8	945.553	508.737	NA	12.369	NA	104.036	-30.964
561	3	165	477	1347	0	23.1	979.094	542.129	NA	33.541	NA	100.305	-3.731
562	3	166	498	1368	0	24.6	1008.792	561.649	NA	29.698	NA	45	-55.305
563	3	167	495	1365	0	28.7	1013.035	558.806	NA	4.243	NA	-135	-180
564	3	168	498	1377	0	29.1	1025.404	570.639	NA	12.369	NA	75.964	-149.036
565	3	169	498	1398	0	27.8	1046.404	591.616	NA	21	NA	90	14.036
566	3	170	498	1434	0	28.7	1082.404	627.581	NA	36	NA	90	0
567	3	171	498	1443	0	30.1	1091.404	636.573	NA	9	NA	90	0
568	3	172	498	1461	0	31.5	1109.404	654.557	NA	18	NA	90	0
569	3	173	498	1506	0	34.7	1154.404	699.521	NA	45	NA	90	0
570	3	174	501	1545	0	23.1	1193.519	738.39	NA	39.115	NA	85.601	-4.399
571	3	175	504	1578	0	26.7	1226.655	771.286	NA	33.136	NA	84.806	-0.796
572	3	176	498	1587	0	41.9	1237.472	780.467	NA	10.817	NA	123.69	38.884
573	3	177	495	1635	0	34.8	1285.566	828.543	NA	48.094	NA	93.576	-30.114
574	3	178	504	1713	0	39.3	1364.083	906.243	NA	78.518	NA	83.418	-10.158
575	3	179	507	1812	0	38.3	1463.129	1005.161	NA	99.045	NA	88.264	4.846
576	3	180	519	1860	0	42.7	1512.606	1053.017	NA	49.477	NA	75.964	-12.301
